"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DASF","MDPR","MDSF","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-01-01",,,,,"0.12","1.2","11.0",,"24","-4"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-01-02",,,,,"0.21","3.0","13.0",,"25","16"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-01-03",,,,,"0.96","12.5","23.0",,"31","15"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-01-04",,,,,"0.13","1.0","21.0",,"33","27"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-01-05",,,,,"0.08","1.0","21.0",,"30","17"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-01-06",,,,,"0.00","0.0","21.0",,"24","19"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-01-07",,,,,"0.00","0.0","21.0",,"23","20"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-01-08",,,,,"0.00","0.0","21.0",,"23","8"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-01-09",,,,,"0.00","0.0","20.0",,"20","7"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-01-10",,,,,"0.00","0.0","20.0",,"13","-7"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-01-11",,,,,"0.00","0.0","20.0",,"14","-8"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-01-12",,,,,"0.00","0.0","20.0",,"24","8"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-01-13",,,,,"0.00","0.0","20.0",,"14","-7"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-01-14",,,,,"0.00","0.0","20.0",,"16","-17"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-01-15",,,,,"0.00","0.0","20.0",,"32","-17"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-01-16",,,,,"0.00","0.0","18.0",,"34","30"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-01-17",,,,,"0.00","0.0","18.0",,"34","8"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-01-18",,,,,"0.00","0.0","18.0",,"20","8"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-01-19",,,,,"0.00","0.0","16.0",,"25","18"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-01-20",,,,,"0.28","3.0","19.0",,"26","20"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-01-21",,,,,"0.08","0.6","19.0",,"29","10"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-01-22",,,,,"0.00","0.0","19.0",,"28","8"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-01-23",,,,,"0.00","0.0","19.0",,"29","-15"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-01-24",,,,,"0.00","0.0","16.0",,"30","-16"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-01-25",,,,,"0.03","0.0","16.0",,"34","2"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-01-26",,,,,"0.69","0.0","12.0",,"46","30"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-01-27",,,,,"0.00","0.0","10.0",,"34","29"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-01-28",,,,,"0.02","0.0","10.0",,"32","14"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-01-29",,,,,"0.03","0.0","10.0",,"28","4"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-01-30",,,,,"0.00","0.0","10.0",,"4","-7"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-01-31",,,,,"0.00","0.0","10.0",,"11","-9"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-02-01",,,,,"0.02","0.0","10.0",,"16","-7"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-02-02",,,,,"0.00","0.0","10.0",,"12","-6"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-02-03",,,,,"0.00","0.0","10.0",,"14","-7"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-02-04",,,,,"0.01","0.0","10.0",,"27","-2"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-02-05",,,,,"0.00","0.0","10.0",,"16","1"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-02-06",,,,,"0.00","0.0","10.0",,"18","-7"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-02-07",,,,,"0.02","0.0","10.0",,"16","-5"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-02-08",,,,,"0.00","0.0","10.0",,"17","8"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2010-02-09",,,,,"0.00","0.0","10.0",,"21","13"
